ContractNaturalId,PlanetNaturalId,PlanetName,CreatorCompanyName,CreatorCompanyCode,MaterialName,MaterialTicker,MaterialCategory,MaterialWeight,MaterialVolume,MaterialAmount,Price,PriceCurrency,DeliveryTime,CreationTimeEpochMs,ExpiryTimeEpochMs,MinimumRating
31138,FK-794b,Boucher,Ascensus,ACS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,290000.0,NCC,1,1760711435669,1761575435669,
31137,FK-794b,Boucher,Ascensus,ACS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,290000.0,NCC,1,1760711434945,1761575434945,
31133,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760669645308,1763261645308,
31132,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760669644266,1763261644266,
31131,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760669643222,1763261643222,
31130,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760669642208,1763261642208,
31129,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760669640973,1763261640973,
31128,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760669639898,1763261639898,
31127,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760669638885,1763261638885,
31126,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760669637803,1763261637803,
31125,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760669636851,1763261636851,
31043,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760411639010,1763003639010,
31041,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,10000.0,260000.0,ICA,3,1760411637202,1763003637202,
30954,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,130000.0,ICA,3,1760140427162,1762732427162,
30953,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,130000.0,ICA,3,1760140426117,1762732426117,
30952,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,130000.0,ICA,3,1760140425152,1762732425152,
30951,FK-794b,Boucher,orangeazure,OAZ,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,130000.0,ICA,3,1760140424115,1762732424115,
30801,FK-794b,Boucher,Oortio,ORT,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2000.0,50000.0,ICA,3,1759295299676,1761887299676,
30800,FK-794b,Boucher,Oortio,ORT,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2000.0,50000.0,ICA,3,1759295299049,1761887299049,
30799,FK-794b,Boucher,Oortio,ORT,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2000.0,50000.0,ICA,3,1759295298452,1761887298452,
30798,FK-794b,Boucher,Oortio,ORT,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2000.0,50000.0,ICA,3,1759295297588,1761887297588,
30797,FK-794b,Boucher,Oortio,ORT,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2000.0,50000.0,ICA,3,1759295296707,1761887296707,
30796,FK-794b,Boucher,Oortio,ORT,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,2000.0,50000.0,ICA,3,1759295296078,1761887296078,
17,GM-498a,GM-498a,Vox Lunaris,VLNS,ftlFuel,FF,ba98fa0cf77040a96cd8a608ad0d08e9,0.05000000074505806,0.009999999776482582,1000.0,20000.0,AIC,3,1744143852121,1744575852121,
16,GM-498a,GM-498a,Vox Lunaris,VLNS,ftlFuel,FF,ba98fa0cf77040a96cd8a608ad0d08e9,0.05000000074505806,0.009999999776482582,2000.0,40000.0,AIC,1,1744114425794,1744200825794,
15,GM-498a,GM-498a,Vox Lunaris,VLNS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,170000.0,AIC,10,1742477921611,1745069921611,
14,GM-498a,GM-498a,Vox Lunaris,VLNS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,170000.0,AIC,10,1742477920839,1745069920839,
13,YI-705b,YI-705b,Kamalcorp,KC,carbon,C,ef1d03e7ef924395c2173fc4e4ee8a6f,2.25,1.0,100.0,100000.0,NCC,3,1761102462481,1761361662481,
12,YI-705b,YI-705b,Kamalcorp,KC,carbon,C,ef1d03e7ef924395c2173fc4e4ee8a6f,2.25,1.0,100.0,100000.0,NCC,3,1761102461083,1761361661083,
11,YI-705b,YI-705b,Kamalcorp,KC,carbon,C,ef1d03e7ef924395c2173fc4e4ee8a6f,2.25,1.0,100.0,100000.0,NCC,3,1761102459379,1761361659379,
10,YI-705b,YI-705b,Kamalcorp,KC,carbon,C,ef1d03e7ef924395c2173fc4e4ee8a6f,2.25,1.0,100.0,100000.0,NCC,3,1761102458142,1761361658142,
9,YI-705b,YI-705b,Kamalcorp,KC,carbon,C,ef1d03e7ef924395c2173fc4e4ee8a6f,2.25,1.0,100.0,100000.0,NCC,3,1761102456892,1761361656892,
8,GM-498a,GM-498a,Vox Lunaris,VLNS,water,H2O,473218d3618453bf25d2cd0b5616a72f,0.20000000298023224,0.20000000298023224,5000.0,170000.0,AIC,10,1742477917957,1745069917957,
17947,JS-299a,Nemesis,Kuben,KUB,basicStructuralElements,BSE,ef423f673d9e8c82043b4c5c63f6b55e,0.30000001192092896,0.5,8.0,24000.0,NCC,3,1760623910600,1763215910600,
115,JS-952f,JS-952f,Eminence Heavy Industries,EM32,hydrogen,H,54dec1e42eba44dda423dd774393326a,0.07000000029802322,1.0,1000.0,90000.0,CIS,3,1761081433749,1763673433749,
114,JS-952f,JS-952f,Eminence Heavy Industries,EM32,hydrogen,H,54dec1e42eba44dda423dd774393326a,0.07000000029802322,1.0,1000.0,90000.0,CIS,3,1761081432654,1763673432654,
113,JS-952f,JS-952f,Eminence Heavy Industries,EM32,hydrogen,H,54dec1e42eba44dda423dd774393326a,0.07000000029802322,1.0,1000.0,90000.0,CIS,3,1761081431633,1763673431633,
976,KW-020c,Milliways,Di'Mirkon Heavy Industries,DHI,rations,RAT,3f047ec3043bdd795fd7272d6be98799,0.20999999344348907,0.10000000149011612,1000.0,140000.0,CIS,5,1761158765942,1763750765942,
